category,phrase,n_yes,n_no,score,new_yield,pct_device_cpe,sample_cves,sample_descriptions
smartplugs,l510e before,3,0,5.838,0,0.0,,
smartplugs,p100 before,3,0,5.838,0,0.0,,
smartplugs,l630 before,3,0,5.838,0,0.0,,
smartplugs,l530 before,3,0,5.838,0,0.0,,
smartplugs,kp125m,3,0,5.838,0,0.0,,
smartplugs,kasa kp125m,3,0,5.838,0,0.0,,
smartplugs,issue in tplink,4,1,4.394,0,0.0,,
smartspeakers,message,4,0,8.789,9554,0.316,CVE-1999-0590|CVE-2000-0524|CVE-2000-0601,"A system does not present an appropriate legal message or warning to a user who is accessing it.|Microsoft Outlook and Outlook Express allow remote attackers to cause a denial of service by sending email messages with blank fields such as BCC, Rep|LeafChat 1.7 IRC client allows a remote IRC server to cause a denial of service by rapidly sending a large amount of error messages."
smartspeakers,generation,3,0,5.838,7279,0.055,CVE-2000-0743|CVE-2000-0808|CVE-2001-1361,"Buffer overflow in University of Minnesota (UMN) gopherd 2.x allows remote attackers to execute arbitrary commands via a DES key generation request (G|The seed generation mechanism in the inter-module S/Key authentication mechanism in Check Point VPN-1/FireWall-1 4.1 and earlier allows remote attacke|Vulnerability in The Web Information Gateway (TWIG) 2.7.1, possibly related to incorrect security rights and/or the generation of mailto links."
smartspeakers,they,3,0,5.838,6953,0.168,CVE-2000-0543|CVE-2000-0578|CVE-2000-0718,"The command port for PGP Certificate Server 2.5.0 and 2.5.1 allows remote attackers to cause a denial of service if their hostname does not have a rev|SGI MIPSPro compilers C, C++, F77 and F90 generate temporary files in /tmp with predictable file names, which could allow local users to insert malici|A race condition in MandrakeUpdate allows local users to modify RPM files while they are in the /tmp directory before they are installed."
smartspeakers,modify,4,0,8.789,5682,0.252,CVE-2000-0515|CVE-2000-0502|CVE-2000-0483,"The snmpd.conf configuration file for the SNMP daemon (snmpd) in HP-UX 11.0 is world writable, which allows local users to modify SNMP configuration o|Mcafee VirusScan 4.03 does not properly restrict access to the alert text file before it is sent to the Central Alert Server, which allows local users|The DocumentTemplate package in Zope 2.2 and earlier allows a remote attacker to modify DTMLDocuments or DTMLMethods without authorization."
smartspeakers,end,5,0,11.989,5441,0.362,CVE-2000-0645|CVE-2000-0738|CVE-2000-1075,"WFTPD and WFTPD Pro 2.41 allows remote attackers to cause a denial of service by using the RESTART (REST) command and writing beyond the end of a file|WebShield SMTP 4.5 allows remote attackers to cause a denial of service by sending e-mail with a From: address that has a . (period) at the end, which|Directory traversal vulnerability in iPlanet Certificate Management System 4.2 and Directory Server 4.12 allows remote attackers to read arbitrary fil"
smartspeakers,integer,3,0,5.838,5008,0.454,CVE-2000-1219|CVE-2001-0144|CVE-2001-1279,"The -ftrapv compiler option in gcc and g++ 3.3.3 and earlier does not handle all types of integer overflows, which may leave applications vulnerable t|CORE SDI SSH1 CRC-32 compensation attack detector allows remote attackers to execute arbitrary commands on an SSH server or client via an integer over|Buffer overflow in print-rx.c of tcpdump 3.x (probably 3.6x) allows remote attackers to cause a denial of service and possibly execute arbitrary code "
smartspeakers,performing,3,0,5.838,3910,0.201,CVE-2000-0680|CVE-2000-0887|CVE-2001-1500,"The CVS 1.10.8 server does not properly restrict users from creating arbitrary Checkin.prog or Update.prog programs, which allows remote CVS committer|named in BIND 8.2 through 8.2.2-P6 allows remote attackers to cause a denial of service by making a compressed zone transfer (ZXFR) request and perfor|ProFTPD 1.2.2rc2, and possibly other versions, does not properly verify reverse-resolved hostnames by performing forward resolution, which allows remo"
smartspeakers,allocated,5,0,11.989,3517,0.473,CVE-2001-1517|CVE-2002-2172|CVE-2003-1079,"RunAs (runas.exe) in Windows 2000 stores cleartext authentication information in memory, which could allow attackers to obtain usernames and passwords|Informed (1) Designer and (2) Filler 3.05 does not zero out newly allocated disk blocks as an encrypted file grows in size, which may allow attackers |Unknown vulnerability in UDP RPC for Solaris 2.5.1 through 9 for SPARC, and 2.5.1 through 8 for x86, allows remote attackers to cause a denial of serv"
smartspeakers,messages,4,0,8.789,3459,0.308,CVE-2000-0524|CVE-2000-0601|CVE-2000-0640,"Microsoft Outlook and Outlook Express allow remote attackers to cause a denial of service by sending email messages with blank fields such as BCC, Rep|LeafChat 1.7 IRC client allows a remote IRC server to cause a denial of service by rapidly sending a large amount of error messages.|Guild FTPd allows remote attackers to determine the existence of files outside the FTP root via a .. (dot dot) attack, which provides different error "
smartspeakers,text,3,0,5.838,3256,0.22,CVE-2000-0502|CVE-2000-0753|CVE-2000-1178,"Mcafee VirusScan 4.03 does not properly restrict access to the alert text file before it is sent to the Central Alert Server, which allows local users|The Microsoft Outlook mail client identifies the physical path of the sender's machine within a winmail.dat attachment to Rich Text Format (RTF) files|Joe text editor follows symbolic links when creating a rescue copy called DEADJOE during an abnormal exit, which allows local users to overwrite the f"
smartspeakers,past,5,0,11.989,2143,0.287,CVE-2002-1146|CVE-2002-1570|CVE-2003-0544,"The BIND 4 and BIND 8.2.x stub resolver libraries, and other libraries such as glibc 2.2.5 and earlier, libc, and libresolv, use the maximum buffer si|Heap-based buffer overflow in snmpnetstat for ucd-snmp 4.2.3 and earlier, and net-snmp, allows remote attackers to execute arbitrary code via multiple|OpenSSL 0.9.6 and 0.9.7 does not properly track the number of characters in certain ASN.1 inputs, which allows remote attackers to cause a denial of s"
smartspeakers,achieve,4,0,8.789,1985,0.228,CVE-2016-9867|CVE-2016-5207|CVE-2016-10174,"An issue was discovered in EMC ScaleIO versions before 2.0.1.1. A low-privileged local attacker may be able to modify the kernel memory in the SCINI d|In Blink in Google Chrome prior to 55.0.2883.75 for Mac, Windows and Linux, and 55.0.2883.84 for Android, corruption of the DOM tree could occur durin|The NETGEAR WNR2000v5 router contains a buffer overflow in the hidden_lang_avi parameter when invoking the URL /apply.cgi?/lang_check.html. This buffe"
smartspeakers,physical,3,0,5.838,1760,0.607,CVE-2000-0710|CVE-2000-0753|CVE-2000-0759,"The shtml.exe component of Microsoft FrontPage 2000 Server Extensions 1.1 allows remote attackers to determine the physical path of the server compone|The Microsoft Outlook mail client identifies the physical path of the sender's machine within a winmail.dat attachment to Rich Text Format (RTF) files|Jakarta Tomcat 3.1 under Apache reveals physical path information when a remote attacker requests a URL that does not exist, which generates an error "
smartspeakers,past the end,5,0,11.989,1677,0.237,CVE-2002-1570|CVE-2003-0544|CVE-2006-4020,"Heap-based buffer overflow in snmpnetstat for ucd-snmp 4.2.3 and earlier, and net-snmp, allows remote attackers to execute arbitrary code via multiple|OpenSSL 0.9.6 and 0.9.7 does not properly track the number of characters in certain ASN.1 inputs, which allows remote attackers to cause a denial of s|scanf.c in PHP 5.1.4 and earlier, and 4.4.3 and earlier, allows context-dependent attackers to execute arbitrary code via a sscanf PHP function call t"
smartspeakers,validating,3,0,5.838,1481,0.309,CVE-2002-2393|CVE-2006-3756|CVE-2007-6424,"Serv-U FTP server 3.0, 3.1 and 4.0.0.4 does not accept new connections while validating user folder access rights, which allows remote attackers to ca|Cross-site scripting (XSS) vulnerability in Geeklog 1.4.0sr4 and earlier, and 1.3.11sr6 and earlier, allows remote attackers to inject arbitrary web s|registry.pl in Fonality Trixbox 2.0 PBX products, when running in certain environments, reads and executes a set of commands from a remote web site wi"
smartspeakers,audio,3,0,5.838,1345,0.537,CVE-2001-0209|CVE-2002-1327|CVE-2002-2407,"Buffer overflow in Shoutcast Distributed Network Audio Server (DNAS) 1.7.1 allows remote attackers to cause a denial of service, and possibly execute |Buffer overflow in the Windows Shell function in Microsoft Windows XP allows remote attackers to execute arbitrary code via an .MP3 or .WMA audio file|Certain patches for QNX Neutrino realtime operating system (RTOS) 6.2.0 set insecure permissions for the files (1) /sbin/io-audio by OS Update Patch A"
smartspeakers,existence,3,0,5.838,1136,0.357,CVE-2000-0535|CVE-2000-0640|CVE-2000-0781,"OpenSSL 0.9.4 and OpenSSH for FreeBSD do not properly check for the existence of the /dev/random or /dev/urandom devices, which are absent on FreeBSD |Guild FTPd allows remote attackers to determine the existence of files outside the FTP root via a .. (dot dot) attack, which provides different error |uagentsetup in ARCServeIT Client Agent 6.62 does not properly check for the existence or ownership of a temporary file which is moved to the agent.cfg"
smartspeakers,conjunction,4,0,8.789,1105,0.269,CVE-2002-1315|CVE-2004-1354|CVE-2004-0503,"Cross-site scripting (XSS) vulnerability in the Admin Server for iPlanet WebServer 4.x, up to SP11, allows remote attackers to execute web script or H|The Solaris Management Console (SMC) in Sun Solaris 8 and 9 generates different 404 error messages when a file does not exist versus when a file exist|Microsoft Outlook 2003 allows remote attackers to bypass the default zone restrictions and execute script within media files via a Rich Text Format (R"
smartspeakers,allocated buffer,4,0,8.789,928,0.153,CVE-2005-2119|CVE-2009-0221|CVE-2016-9533,"The MIDL_user_allocate function in the Microsoft Distributed Transaction Coordinator (MSDTC) proxy (MSDTCPRX.DLL) allocates a 4K page of memory regard|Integer overflow in Microsoft Office PowerPoint 2002 SP3 and 2003 SP3 allows remote attackers to execute arbitrary code via a PowerPoint file containi|tif_pixarlog.c in libtiff 4.0.6 has out-of-bounds write vulnerabilities in heap allocated buffers. Reported as MSVR 35094, aka ""PixarLog horizontalDif"
smartspeakers,copying,4,0,8.789,904,0.579,CVE-2001-0551|CVE-2002-1420|CVE-2003-0986,Buffer overflow in CDE Print Viewer (dtprintinfo) allows local users to execute arbitrary code by copying text from the clipboard into the Help window|Integer signedness error in select() on OpenBSD 3.1 and earlier allows local users to overwrite arbitrary kernel memory via a negative value for the s|Various routines for the ppc64 architecture on Linux kernel 2.6 prior to 2.6.2 and 2.4 prior to 2.4.24 do not use the copy_from_user function when cop
smartspeakers,wi-fi,4,0,8.789,871,0.827,CVE-2008-1269|CVE-2009-2273|CVE-2009-2319,"cp06_wifi_m_nocifr.cgi in the admin panel on the Alice Gate 2 Plus Wi-Fi router does not verify authentication credentials, which allows remote attack|The default configuration of the Wi-Fi component on the Huawei D100 does not use encryption, which makes it easier for remote attackers to obtain sens|The default configuration of the Wi-Fi component on the Axesstel MV 410R does not use encryption, which makes it easier for remote attackers to obtain"
smartspeakers,smb,4,0,8.789,605,0.66,CVE-2000-0843|CVE-2000-0885|CVE-2000-1227,Buffer overflow in pam_smb and pam_ntdom pluggable authentication modules (PAM) allow remote attackers to execute arbitrary commands via a login with |Buffer overflows in Microsoft Network Monitor (Netmon) allow remote attackers to execute arbitrary commands via a long Browser Name in a CIFS Browse F|Windows NT 4.0 and Windows 2000 hosts allow remote attackers to cause a denial of service (unavailable connections) by sending multiple SMB SMBnegprot
smartspeakers,conjunction with other,4,0,8.789,593,0.255,CVE-2017-5556|CVE-2017-6883|CVE-2017-9071,"The ConvertToPDF plugin in Foxit Reader before 8.2 and PhantomPDF before 8.2 on Windows, when the gflags app is enabled, allows remote attackers to ca|The ConvertToPDF plugin in Foxit Reader before 8.2.1 and PhantomPDF before 8.2.1 on Windows, when the gflags app is enabled, allows remote attackers t|In MODX Revolution before 2.5.7, an attacker might be able to trigger XSS by injecting a payload into the HTTP Host header of a request. This is explo"
smartspeakers,performing operations,3,0,5.838,536,0.569,CVE-2017-10957|CVE-2017-10958|CVE-2017-10959,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ
smartspeakers,this in conjunction,4,0,8.789,530,0.274,CVE-2017-5556|CVE-2017-6883|CVE-2017-10956,"The ConvertToPDF plugin in Foxit Reader before 8.2 and PhantomPDF before 8.2 on Windows, when the gflags app is enabled, allows remote attackers to ca|The ConvertToPDF plugin in Foxit Reader before 8.2.1 and PhantomPDF before 8.2.1 on Windows, when the gflags app is enabled, allows remote attackers t|This vulnerability allows remote attackers to disclose sensitive information on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction"
smartspeakers,prior to performing,3,0,5.838,513,0.563,CVE-2017-10957|CVE-2017-10958|CVE-2017-10959,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ
smartspeakers,lack of validating,3,0,5.838,503,0.567,CVE-2017-10957|CVE-2017-10958|CVE-2017-10959,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ
smartspeakers,validating the existence,3,0,5.838,499,0.569,CVE-2017-10957|CVE-2017-10958|CVE-2017-10959,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction is requ
smartspeakers,copying it,4,0,8.789,460,0.53,CVE-2005-3276|CVE-2017-12704|CVE-2017-12706,"The sys_get_thread_area function in process.c in Linux 2.6 before 2.6.12.4 and 2.6.13 does not clear a data structure before copying it to userspace, |A heap-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulnera|A stack-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulner"
smartspeakers,prior to copying,4,0,8.789,426,0.507,CVE-2017-12704|CVE-2017-12706|CVE-2018-1161,A heap-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulnera|A stack-based buffer overflow issue was discovered in Advantech WebAccess versions prior to V8.2_20170817. Researchers have identified multiple vulner|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Quest NetVault Backup 11.2.0.13. Authentication is
smartspeakers,smb2,4,0,8.789,147,0.83,CVE-2010-1906|CVE-2022-20922|CVE-2022-20943,"tgsrv.exe in the Repair Service in Consona Dynamic Agent, Repair Manager, Subscriber Activation, and Subscriber Agent relies on a predictable timestam|Multiple vulnerabilities in the Server Message Block Version 2 (SMB2) processor of the Snort detection engine on multiple Cisco products could allow a|Multiple vulnerabilities in the Server Message Block Version 2 (SMB2) processor of the Snort detection engine on multiple Cisco products could allow a"
smartspeakers,message handling,4,0,8.789,46,0.304,CVE-2002-1230|CVE-2004-0045|CVE-2016-4329,"NetDDE Agent on Windows NT 4.0, 4.0 Terminal Server Edition, Windows 2000, and Windows XP allows local users to execute arbitrary code as LocalSystem |Buffer overflow in the ARTpost function in art.c in the control message handling code for INN 2.4.0 may allow remote attackers to execute arbitrary co|A local denial of service vulnerability exists in window broadcast message handling functionality of Kaspersky Anti-Virus software. Sending certain un"
smartspeakers,era,9,0,26.5,22,0.545,CVE-2024-26841|CVE-2025-22111|CVE-2013-3577,"In the Linux kernel, the following vulnerability has been resolved:

LoongArch: Update cpu_sibling_map when disabling nonboot CPUs

Update cpu_sibling|In the Linux kernel, the following vulnerability has been resolved:

net: Remove RTNL dance for SIOCBRADDIF and SIOCBRDELIF.

SIOCBRDELIF is passed to|SQL injection vulnerability in the Help Desk application in Wave EMBASSY Remote Administration Server (ERAS) allows remote attackers to execute arbitr"
smartspeakers,soundtouch,5,0,11.989,9,0.0,CVE-2018-17096|CVE-2018-17097|CVE-2018-17098,The BPMDetect class in BPMDetect.cpp in libSoundTouch.a in Olli Parviainen SoundTouch 2.0 allows remote attackers to cause a denial of service (assert|The WavFileBase class in WavFile.cpp in Olli Parviainen SoundTouch 2.0 allows remote attackers to cause a denial of service (double free) or possibly |The WavFileBase class in WavFile.cpp in Olli Parviainen SoundTouch 2.0 allows remote attackers to cause a denial of service (heap corruption from size
smartspeakers,ssid or,3,0,5.838,7,0.714,CVE-2014-10019|CVE-2018-6936|CVE-2024-48214,Multiple cross-site request forgery (CSRF) vulnerabilities in webconfig/wlan/country.html/country in the Teracom T2-B-Gawv1.4U10Y-BI modem allow remot|Cross Site Scripting (XSS) exists on the D-Link DIR-600M C1 3.01 via the SSID or the name of a user account.|KERUI HD 3MP 1080P Tuya Camera 1.0.4 has a command injection vulnerability in the module that connects to the local network via a QR code. This vulner
smartspeakers,handling of smb2,4,0,8.789,5,1.0,CVE-2023-32247|CVE-2023-32248|CVE-2023-32252,"A flaw was found in the Linux kernel's ksmbd, a high-performance in-kernel SMB server. The specific flaw exists within the handling of SMB2_SESSION_SE|A flaw was found in the Linux kernel's ksmbd, a high-performance in-kernel SMB server. The specific flaw exists within the handling of SMB2_TREE_CONNE|A flaw was found in the Linux kernel's ksmbd, a high-performance in-kernel SMB server. The specific flaw exists within the handling of SMB2_LOGOFF com"
smartspeakers,smb2 message,4,0,8.789,2,1.0,CVE-2023-3347|CVE-2026-23220,"A vulnerability was found in Samba's SMB2 packet signing mechanism. The SMB2 packet signing is not enforced if an admin configured ""server signing = r|In the Linux kernel, the following vulnerability has been resolved:

ksmbd: fix infinite loop caused by next_smb2_rcv_hdr_off reset in error paths

Th"
smartspeakers,smb2 messages,4,0,8.789,1,1.0,CVE-2023-3347,"A vulnerability was found in Samba's SMB2 packet signing mechanism. The SMB2 packet signing is not enforced if an admin configured ""server signing = r"
smartspeakers,speakers authentication,8,0,22.666,0,0.0,,
smartspeakers,one speaker,6,0,15.39,0,0.0,,
smartspeakers,anacapa user,4,0,8.789,0,0.0,,
smartspeakers,anacapa user was,4,0,8.789,0,0.0,,
smartspeakers,anacapa,4,0,8.789,0,0.0,,
smartspeakers,3-35220,4,0,8.789,0,0.0,,
smartspeakers,3-35220 authentication,4,0,8.789,0,0.0,,
smartspeakers,messages the issue,4,0,8.789,0,0.0,,
smartspeakers,smart speakers authentication,4,0,8.789,0,0.0,,
smartspeakers,smb2 message handling,4,0,8.789,0,0.0,,
smartspeakers,soundtouch devices,3,0,5.838,0,0.0,,
smartspeakers,dialogue text,3,0,5.838,0,0.0,,
streaming,security,11,4,10.321,21561,0.334,CVE-2000-0503|CVE-2000-0546|CVE-2000-0547,The IFRAME of the WebBrowser control in Internet Explorer 5.01 allows a remote attacker to violate the cross frame security policy via the NavigateCom|Buffer overflow in Kerberos 4 KDC program allows remote attackers to cause a denial of service via the lastrealm variable in the set_tgtkey function.|Buffer overflow in Kerberos 4 KDC program allows remote attackers to cause a denial of service via the localrealm variable in the process_v4 function.
streaming,properly,4,0,8.789,12406,0.35,CVE-2000-0487|CVE-2000-0536|CVE-2000-0518,"The Protected Store in Windows 2000 does not properly select the strongest encryption when available, which causes it to use a default of 40-bit encry|xinetd 2.1.8.x does not properly restrict connections if hostnames are used for access control and the connecting host does not have a reverse DNS ent|Internet Explorer 4.x and 5.x does not properly verify all contents of an SSL certificate if a connection is made to the server via an image or a fram"
streaming,write,5,1,6.496,12248,0.492,CVE-2000-0670|CVE-2000-0748|CVE-2000-1096,"The cvsweb CGI script in CVSWeb 1.80 allows remote attackers with write access to a CVS repository to execute arbitrary commands via shell metacharact|OpenLDAP 1.2.11 and earlier improperly installs the ud binary with group write permissions, which could allow any user in that group to replace the bi|crontab by Paul Vixie uses predictable file names for a temporary file and does not properly ensure that the file is owned by the user executing the c"
streaming,privileged,10,0,30.445,10486,0.318,CVE-2000-0933|CVE-2000-1235|CVE-2001-0061,"The Input Method Editor (IME) in the Simplified Chinese version of Windows 2000 does not disable access to privileged functionality that should normal|The default configurations of (1) the port listener and (2) modplsql in Oracle Internet Application Server (IAS) 3.0.7 and earlier allow remote attack|procfs in FreeBSD and possibly other operating systems does not properly restrict access to per-process mem and ctl files, which allows local users to"
streaming,running,4,0,8.789,5368,0.461,CVE-2000-0556|CVE-2000-0705|CVE-2000-0706,Buffer overflow in the web interface for Cmail 2.4.7 allows remote attackers to cause a denial of service by sending a large user name to the user dia|ntop running in web mode allows remote attackers to read arbitrary files via a .. (dot dot) attack.|Buffer overflows in ntop running in web mode allows remote attackers to execute arbitrary commands.
streaming,accessible,4,0,8.789,5048,0.137,CVE-2000-1161|CVE-2001-0196|CVE-2001-1446,"The installation of AdCycle banner management system leaves the build.cgi program in a web-accessible directory, which allows remote attackers to exec|inetd ident server in FreeBSD 4.x and earlier does not properly set group permissions, which allows remote attackers to read the first 16 bytes of fil|Find-By-Content in Mac OS X 10.0 through 10.0.4 creates world-readable index files named .FBCIndex in every directory, which allows remote attackers t"
streaming,intended,6,1,8.798,4787,0.253,CVE-2001-0066|CVE-2001-1088|CVE-2001-0376,"Secure Locate (slocate) allows local users to corrupt memory via a malformed database file that specifies an offset value that accesses memory outside|Microsoft Outlook 8.5 and earlier, and Outlook Express 5 and earlier, with the ""Automatically put people I reply to in my address book"" option enabled|SonicWALL Tele2 and SOHO firewalls with 6.0.0.0 firmware using IPSEC with IKE pre-shared keys do not allow for the use of full 128 byte IKE pre-shared"
streaming,application crash,7,0,18.956,4355,0.373,CVE-2000-1165|CVE-2001-0097|CVE-2001-0322,"Balabit syslog-ng allows remote attackers to cause a denial of service (application crash) via a malformed log message that does not have a closing > |The Web interface for Infinite Interchange 3.6.1 allows remote attackers to cause a denial of service (application crash) via a large POST request.|MSHTML.DLL HTML parser in Internet Explorer 4.0, and other versions, allows remote attackers to cause a denial of service (application crash) via a sc"
streaming,port,5,0,11.989,4227,0.447,CVE-2000-0556|CVE-2000-0558|CVE-2000-0532,"Buffer overflow in the web interface for Cmail 2.4.7 allows remote attackers to cause a denial of service by sending a large user name to the user dia|Buffer overflow in HP Openview Network Node Manager 6.1 allows remote attackers to execute arbitrary commands via the Alarm service (OVALARMSRV) on po|A FreeBSD patch for SSH on 2000-01-14 configures ssh to listen on port 722 as well as port 22, which might allow remote attackers to access SSH throug"
streaming,restrictions,5,1,6.496,3830,0.391,CVE-2000-0639|CVE-2000-0587|CVE-2000-0598,"The default configuration of Big Brother 1.4h2 and earlier does not include proper access restrictions, which allows remote attackers to execute arbit|The privpath directive in glftpd 1.18 allows remote attackers to bypass access restrictions for directories by using the file name completion capabili|Fortech Proxy+ allows remote attackers to bypass access restrictions for to the administration service by redirecting their connections through the te"
streaming,spoof,3,0,5.838,3029,0.177,CVE-2000-0762|CVE-2000-0807|CVE-2000-0916,"The default installation of eTrust Access Control (formerly SeOS) uses a default encryption key, which allows remote attackers to spoof the eTrust adm|The OPSEC communications authentication mechanism (fwn1) in Check Point VPN-1/FireWall-1 4.1 and earlier allows remote attackers to spoof connections,|FreeBSD 4.1.1 and earlier, and possibly other BSD-based OSes, uses an insufficient random number generator to generate initial TCP sequence numbers (I"
streaming,attackers to spoof,3,0,5.838,2376,0.121,CVE-2000-0762|CVE-2000-0807|CVE-2000-0916,"The default installation of eTrust Access Control (formerly SeOS) uses a default encryption key, which allows remote attackers to spoof the eTrust adm|The OPSEC communications authentication mechanism (fwn1) in Check Point VPN-1/FireWall-1 4.1 and earlier allows remote attackers to spoof connections,|FreeBSD 4.1.1 and earlier, and possibly other BSD-based OSes, uses an insufficient random number generator to generate initial TCP sequence numbers (I"
streaming,tvos,29,0,118.249,1957,0.996,CVE-2010-2249|CVE-2010-2805|CVE-2010-2806,"Memory leak in pngrutil.c in libpng before 1.2.44, and 1.4.x before 1.4.3, allows remote attackers to cause a denial of service (memory consumption an|The FT_Stream_EnterFrame function in base/ftstream.c in FreeType before 2.4.2 does not properly validate certain position values, which allows remote |Array index error in the t42_parse_sfnts function in type42/t42parse.c in FreeType before 2.4.2 allows remote attackers to cause a denial of service ("
streaming,experience,5,0,11.989,1886,0.092,CVE-2001-1533|CVE-2006-1213|CVE-2014-7692,"Microsoft Internet Security and Acceleration (ISA) Server 2000 allows remote attackers to cause a denial of service via a flood of fragmented UDP pack|JiRo's Banner System Experience and Professional 1.0 and earlier allows remote attackers to bypass access restrictions and gain privileges via a direc|The Lent Experience (aka com.wLentExperience) application 0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the"
streaming,plus,5,1,6.496,1595,0.275,CVE-2000-0486|CVE-2000-0879|CVE-2000-0880,"Buffer overflow in Cisco TACACS+ tac_plus server allows remote attackers to cause a denial of service via a malformed packet with a long length field.|LPPlus programs dccsched, dcclpdser, dccbkst, dccshut, dcclpdshut, and dccbkstshut are installed setuid root and world executable, which allows arbitr|LPPlus creates the lpdprocess file with world-writeable permissions, which allows local users to kill arbitrary processes by specifying an alternate p"
streaming,bypass intended,5,0,11.989,1581,0.39,CVE-2001-1158|CVE-2001-1056|CVE-2001-1155,"Check Point VPN-1/FireWall-1 4.1 base.def contains a default macro, accept_fw1_rdp, which can allow remote attackers to bypass intended restrictions w|IRC DCC helper in the ip_masq_irc IP masquerading module 2.2 allows remote attackers to bypass intended firewall restrictions by causing the target sy|TCP Wrappers (tcp_wrappers) in FreeBSD 4.1.1 through 4.3 with the PARANOID ACL option enabled does not properly check the result of a reverse DNS look"
streaming,photo,4,0,8.789,979,0.14,CVE-2000-0919|CVE-2002-2064|CVE-2002-2231,Directory traversal vulnerability in PHPix Photo Album 1.0.2 and earlier allows remote attackers to read arbitrary files via a .. (dot dot) attack.|isadmin.php in PhpWebGallery 1.0 allows remote attackers to gain administrative access via by setting the photo_login cookie to pseudo.|Cross-site scripting (XSS) vulnerability in Ikonboard 3.1.1 allows remote attackers to inject arbitrary web script or HTML via (1) a javascript: URL i
streaming,itunes,5,1,6.496,924,0.863,CVE-2005-0043|CVE-2005-1248|CVE-2006-1249,Buffer overflow in Apple iTunes 4.7 allows remote attackers to execute arbitrary code via a long URL in (1) .m3u or (2) .pls playlist files.|Buffer overflow in Apple iTunes before 4.8 allows remote attackers to execute arbitrary code via a crafted MPEG4 file.|Integer overflow in Apple QuickTime Player 7.0.3 and 7.0.4 and iTunes 6.0.1 and 6.0.2 allows remote attackers to execute arbitrary code via a FlashPix
streaming,sharing,4,0,8.789,729,0.258,CVE-2000-1003|CVE-2000-0979|CVE-2000-0983,"NETBIOS client in Windows 95 and Windows 98 allows a remote attacker to cause a denial of service by changing a file sharing service to return an unkn|File and Print Sharing service in Windows 95, Windows 98, and Windows Me does not properly check the password for a file share, which allows remote at|Microsoft NetMeeting with Remote Desktop Sharing enabled allows remote attackers to cause a denial of service (CPU utilization) via a sequence of null"
streaming,itunes before,5,0,11.989,449,0.788,CVE-2005-1248|CVE-2006-1467|CVE-2009-0950,"Buffer overflow in Apple iTunes before 4.8 allows remote attackers to execute arbitrary code via a crafted MPEG4 file.|Integer overflow in the AAC file parsing code in Apple iTunes before 6.0.5 on Mac OS X 10.2.8 or later, and Windows XP and 2000, allows remote user-as|Stack-based buffer overflow in Apple iTunes before 8.2 allows remote attackers to execute arbitrary code or cause a denial of service (application cra"
streaming,tvos before,29,0,118.249,448,0.998,CVE-2015-7001|CVE-2015-7038|CVE-2015-7039,"AppSandbox in Apple iOS before 9.2, OS X before 10.11.2, tvOS before 9.1, and watchOS before 2.1 mishandles hard links, which allows attackers to bypa|Buffer overflow in libc in Apple iOS before 9.2, OS X before 10.11.2, tvOS before 9.1, and watchOS before 2.1 allows remote attackers to execute arbit|Buffer overflow in libc in Apple iOS before 9.2, OS X before 10.11.2, tvOS before 9.1, and watchOS before 2.1 allows remote attackers to execute arbit"
