Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict,Human Notes
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2015-2909,"Dedicated Micros DV-IP Express, SD Advanced, SD, EcoSense, and DS2 devices rely on a GUI warning to help ensure that the administrator configures login credentials, which makes it easier for remote attackers to obtain access by leveraging situations in which this warning was not heeded. NOTE: the vendor states ""The user is presented with clear warnings on the GUI that they should set usernames and passwords.""",cpe:2.3:o:netvu:dv-ip_express_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:dv-ip_express:-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd-advanced_-_sdhd_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd-advanced_-_sdhd:*:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd-advanced_8\/12\/16_vga_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd-advanced_8\/12\/16_vga:-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_advanced_closed_iptv_\(m3u\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_advanced_closed_iptv_\(m3u\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_advanced_non_closed_iptv_\(m3u\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_advanced_non_closed_iptv_\(m3u\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_advanced_nvr_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_advanced_nvr:-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_32_\(m3g\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_32_\(m3g\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_32_\(m3h\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_32_\(m3h\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_4_\(m3s\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_4_\(m3s\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_4_\(m3t\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_4_\(m3t\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_8\/12\/16_no_kbd_\(m3r\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_8\/12\/16_no_kbd_\(m3r\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_8\/12\/16_no_kbd_\(m3s\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_8\/12\/16_no_kbd_\(m3s\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_8\/16_front_panel_kbd_\(m3r\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_8\/16_front_panel_kbd_\(m3r\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:sd_8\/16_front_panel_kbd_\(m3u\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:sd_8\/16_front_panel_kbd_\(m3u\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:ecosense_4\/8\/16_\(m4t\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:ecosense_4\/8\/16_\(m4t\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:ds2_\(dvtr\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:ds2_\(dvtr\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:ds2_\(dvtu\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:ds2_\(dvtu\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:ds2_\(dvtx\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:ds2_\(dvtx\):-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:ds2_\(dvtx\)_netvu_connected_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:ds2_\(dvtx\)_netvu_connected:-:*:*:*:*:*:*:*|cpe:2.3:o:netvu:ds2_\(m2ip\)_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:netvu:ds2_\(m2ip\):-:*:*:*:*:*:*:*,vendor_only,2020-02-06,9.8,3.1,CWE-269,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.,No,High,,Yes,High,,No,professional deployments
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2015-2279,"cgi_test.cgi in AirLive BU-2015 with firmware 1.03.18, BU-3026 with firmware 1.43, and MD-3025 with firmware 1.81 allows remote attackers to execute arbitrary OS commands via shell metacharacters after an ""&"" (ampersand) in the write_mac write_pid, write_msn, write_tan, or write_hdv parameter.",cpe:2.3:o:airlive:bu-2015_firmware:1.03.18:*:*:*:*:*:*:*|cpe:2.3:h:airlive:bu-2015:-:*:*:*:*:*:*:*|cpe:2.3:o:airlive:bu-3026_firmware:1.43:*:*:*:*:*:*:*|cpe:2.3:h:airlive:bu-3026:-:*:*:*:*:*:*:*|cpe:2.3:o:airlive:md-3025_firmware:1.81:*:*:*:*:*:*:*|cpe:2.3:h:airlive:md-3025:-:*:*:*:*:*:*:*,vendor_only,2017-07-25,9.8,3.0,CWE-78,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.,No,High,,Yes,High,,No,professional deployments
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2015-8287,Swann SRNVW-470LCD devices with firmware through 0114 and SWNVW-470CAM devices with firmware through 1022 allow remote attackers to watch live video by visiting an unspecified URL.,cpe:2.3:h:swann:swnvw-470cam:-:*:*:*:*:*:*:*|cpe:2.3:h:swann:swnvw-470cam_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:swann:srnvw-470lcd:-:*:*:*:*:*:*:*|cpe:2.3:h:swann:srnvw-470lcd_firmware:*:*:*:*:*:*:*:*,vendor_only,2016-02-18,5.3,3.0,,Yes,High,Swann SRNVW-470LCD / SWNVW-470CAM are Swann consumer home wireless security camera/NVR products; unauthenticated live-video access is in scope.,No,High,,Yes,High,,Yes,
C:Maybe/Low  X:Maybe/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2016-20016,"MVPower CCTV DVR models, including TV-7104HE 1.8.4 115215B9 and TV7108HE, contain a web shell that is accessible via a /shell URI. A remote unauthenticated attacker can execute arbitrary operating system commands as root. This vulnerability has also been referred to as the ""JAWS webserver RCE"" because of the easily identifying HTTP response server field. Other firmware versions, at least from 2014 through 2019, can be affected. This was exploited in the wild in 2017 through 2022.",cpe:2.3:o:mvpower:tv-7104he_firmware:1.8.4_115215b9:*:*:*:*:*:*:*|cpe:2.3:h:mvpower:tv-7104he:-:*:*:*:*:*:*:*|cpe:2.3:o:mvpower:tv7108he_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:mvpower:tv7108he:-:*:*:*:*:*:*:*,vendor_only,2022-10-19,9.8,3.1,CWE-78,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,Maybe,Low,"Description mentions security camera-related terms, but the affected product appears to be general software/IT rather than a home IoT appliance.",Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:No/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2016-10521,jshamcrest is vulnerable to regular expression denial of service (ReDoS) when certain types of user input is passed in to the emailAddress validator.,cpe:2.3:a:jshamcrest_project:jshamcrest:*:*:*:*:*:node.js:*:*,vendor_only,2018-05-31,7.5,3.1,CWE-400|CWE-20,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.,Yes,High,,No,High,,No,some javascript library for testing
C:Maybe/Low  X:Maybe/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2016-10140,"Information disclosure and authentication bypass vulnerability exists in the Apache HTTP Server configuration bundled with ZoneMinder v1.30 and v1.29, which allows a remote unauthenticated attacker to browse all directories in the web root, e.g., a remote unauthenticated attacker can view all CCTV images on the server via the /events URI.",cpe:2.3:a:zoneminder:zoneminder:1.30.0:*:*:*:*:*:*:*,vendor_only,2017-01-13,7.5,3.0,CWE-200,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,Maybe,Low,"Description mentions security camera-related terms, but the affected product appears to be general software/IT rather than a home IoT appliance.",Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2016-5081,"ZModo ZP-NE14-S and ZP-IBH-13W devices have a hardcoded root password, which makes it easier for remote attackers to obtain access via a TELNET session.",cpe:2.3:h:zmodo:zp-ibh-13w:-:*:*:*:*:*:*:*|cpe:2.3:h:zmodo:zp-ne-14-s:-:*:*:*:*:*:*:*,vendor_only,2016-08-24,9.8,3.0,CWE-798,Yes,High,ZModo ZP-NE14-S / ZP-IBH-13W are ZModo consumer home cameras; a hardcoded root password reachable over telnet is in scope.,No,High,,Yes,High,,Yes,
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2016-5650,"ZModo ZP-NE14-S and ZP-IBH-13W devices do not enforce a WPA2 configuration setting, which allows remote attackers to trigger association with an arbitrary access point by using a recognized SSID value.",cpe:2.3:h:zmodo:zp-ibh-13w:-:*:*:*:*:*:*:*|cpe:2.3:h:zmodo:zp-ne-14-s:-:*:*:*:*:*:*:*,vendor_only,2016-08-24,7.5,3.0,CWE-284,Yes,High,ZModo ZP-NE14-S / ZP-IBH-13W are ZModo consumer home cameras; the WPA2-enforcement weakness is in scope.,No,High,,Yes,High,,Yes,
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2017-18483,ANNKE SP1 HD wireless camera 3.4.1.1604071109 devices allow XSS via a crafted SSID.,cpe:2.3:o:annke:sp1_firmware:3.4.1.160407110:*:*:*:*:*:*:*|cpe:2.3:h:annke:sp1:-:*:*:*:*:*:*:*,vendor_only,2019-08-07,6.1,3.0,CWE-79,Yes,High,ANNKE SP1 HD is a consumer home Wi-Fi camera; XSS via a crafted SSID is in scope.,No,High,,Yes,High,,Yes,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2017-14743,"Faleemi FSC-880 00.01.01.0048P2 devices allow unauthenticated SQL injection via the Username element in an XML document to /onvif/device_service, as demonstrated by reading the admin password.",cpe:2.3:o:faleemi:fsc-880_firmware:00.01.01.0048p2:*:*:*:*:*:*:*|cpe:2.3:h:faleemi:fsc-880:-:*:*:*:*:*:*:*,vendor_only,2017-09-26,8.1,3.0,CWE-89,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:Maybe/Low  X:No/High  G:No/High,judgments not unanimous,CVE-2017-14348,LibRaw before 0.18.4 has a heap-based Buffer Overflow in the processCanonCameraInfo function via a crafted file.,cpe:2.3:a:libraw:libraw:*:*:*:*:*:*:*:*,vendor_only,2017-09-12,8.8,3.0,CWE-119,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,No,High,,No,vendor makes stuff exclusively for professional deployments
C:Maybe/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2017-9765,"Integer overflow in the soap_get function in Genivia gSOAP 2.7.x and 2.8.x before 2.8.48, as used on Axis cameras and other devices, allows remote attackers to execute arbitrary code or cause a denial of service (stack-based buffer overflow and application crash) via a large XML document, aka Devil's Ivy. NOTE: the large document would be blocked by many common web-server configurations on general-purpose computers.",cpe:2.3:a:genivia:gsoap:2.7.0:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.1:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.2:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.3:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.4:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.5:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.6:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.7:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.8:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.9:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.10:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.11:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.12:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.13:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.14:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.15:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.16:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.7.17:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.0:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.1:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.2:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.3:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.4:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.5:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.6:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.7:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.8:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.9:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.10:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.11:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.12:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.13:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.14:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.15:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.16:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.17:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.18:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.19:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.20:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.21:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.22:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.23:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.24:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.25:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.26:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.27:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.28:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.29:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.30:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.31:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.32:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.33:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.34:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.35:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.36:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.37:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.38:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.39:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.40:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.41:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.42:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.43:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.44:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.45:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.46:*:*:*:*:*:*:*|cpe:2.3:a:genivia:gsoap:2.8.47:*:*:*:*:*:*:*,vendor_only,2017-07-20,8.1,3.0,CWE-190,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,Yes,Low,"The CVE explicitly mentions Axis cameras, which are widely used in both home and enterprise settings. While gSOAP is a general library, its application in Axis cameras makes this relevant to the camera category.",No,vendor makes stuff exclusively for professional deployments
C:Maybe/Low  X:Maybe/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2017-5367,"Multiple reflected XSS vulnerabilities exist within form and link input parameters of ZoneMinder v1.30 and v1.29, an open-source CCTV server web application, which allows a remote attacker to execute malicious scripts within an authenticated client's browser. The URL is /zm/index.php and sample parameters could include action=login&view=postlogin[XSS] view=console[XSS] view=groups[XSS] view=events&filter[terms][1][cnj]=and[XSS] view=events&filter%5Bterms%5D%5B1%5D%5Bcnj%5D=and[XSS] view=events&filter%5Bterms%5D%5B1%5D%5Bcnj%5D=[XSS]and view=events&limit=1%22%3E%3C/a%3E[XSS] (among others).",cpe:2.3:a:zoneminder:zoneminder:1.29.0:*:*:*:*:*:*:*|cpe:2.3:a:zoneminder:zoneminder:1.30.0:*:*:*:*:*:*:*,vendor_only,2017-02-06,6.1,3.0,CWE-79,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,Maybe,Low,"Description mentions security camera-related terms, but the affected product appears to be general software/IT rather than a home IoT appliance.",Yes,High,,No,vendor makes stuff exclusively for professional deployments
C:Maybe/Low  X:Maybe/Low  G:No/High,both strong reviewers low confidence; judgments not unanimous,CVE-2017-5368,"ZoneMinder v1.30 and v1.29, an open-source CCTV server web application, is vulnerable to CSRF (Cross Site Request Forgery) which allows a remote attack to make changes to the web application as the current logged in victim. If the victim visits a malicious web page, the attacker can silently and automatically create a new admin user within the web application for remote persistence and further attacks. The URL is /zm/index.php and sample parameters could include action=user uid=0 newUser[Username]=attacker1 newUser[Password]=Password1234 conf_password=Password1234 newUser[System]=Edit (among others).",cpe:2.3:a:zoneminder:zoneminder:1.29.0:*:*:*:*:*:*:*|cpe:2.3:a:zoneminder:zoneminder:1.30.0:*:*:*:*:*:*:*,vendor_only,2017-02-06,8.8,3.0,CWE-352,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,Maybe,Low,"Description mentions security camera-related terms, but the affected product appears to be general software/IT rather than a home IoT appliance.",No,High,,No,vendor makes stuff exclusively for professional deployments
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2018-25118,"GeoVision embedded IP devices, confirmed on GV-BX1500 and GV-MFD1501, contain a remote command injection vulnerability via /PictureCatch.cgi that enables an attacker to execute arbitrary commands on the device. The vulnerable models have been declared end-of-life (EOL) by the vendor. VulnCheck has observed this vulnerability being exploited in the wild as of 2025-10-19 08:55:13.141502 UTC.",,vendor_only,2025-10-20,,,CWE-78,No,Low,No CPE and no camera signal in the description; cannot tie this to a home camera.,No,High,,Yes,High,,No,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2018-17559,"Due to incorrect access control, unauthenticated remote attackers can view the /video.mjpg video stream of certain ABUS TVIP cameras.",cpe:2.3:o:abus:tvip_10000_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10000:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10001_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10001:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10005_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10005:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10005a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10005a:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10005b_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10005b:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10050_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10050:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10051_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10051:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10055a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10055a:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10055b_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10055b:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_10550_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_10550:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11000_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11000:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11050_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11050:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11501_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11501:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11502_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11502:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11550_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11550:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11551_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11551:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_11552_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_11552:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_20000_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_20000:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_20050_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_20050:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_20500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_20500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_20550_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_20550:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21000_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21000:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21050_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21050:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21501_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21501:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21502_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21502:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21550_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21550:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21551_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21551:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_21552_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_21552:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_22500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_22500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_31000_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_31000:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_31001_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_31001:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_31050_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_31050:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_31500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_31500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_31501_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_31501:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_31550_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_31550:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_31551_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_31551:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_32500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_32500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_51500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_51500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_51550_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_51550:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_71500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_71500:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_71501_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_71501:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_71550_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_71550:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_71551_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_71551:-:*:*:*:*:*:*:*|cpe:2.3:o:abus:tvip_72500_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:abus:tvip_72500:-:*:*:*:*:*:*:*,vendor_only,2023-10-26,7.5,3.1,CWE-59|CWE-284,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.,No,High,,Yes,High,,No,vendor makes stuff exclusively for professional deployments
