Category,Direction,Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2,Disagreement
doorbell,keyword_only,C:No/Low  X:No/High  G:Maybe/Low,judgments not unanimous,CVE-2023-28810,Some access control/intercom products have unauthorized modification of device network configuration vulnerabilities. Attackers can modify device network configuration by sending specific data packets to the vulnerable interface within the same local network.,cpe:2.3:o:hikvision:ds-k1t804af_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t804af:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t804amf_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t804amf:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t341am_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t341am:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t341amf_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t341amf:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t671m_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t671m:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t671mf_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t671mf:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t671_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t671:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343efwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343efwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343efx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343efx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343ewx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343ewx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343ex_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343ex:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mfwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mfwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mfx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mfx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t341c_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t341c:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320efwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320efwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320efx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320efx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320ewx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320ewx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320ex_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320ex:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mfwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mfwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mfx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mfx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6350-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6350-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6351-te1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-te1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6351-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-le1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-le1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh63le1\(b\)_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh63le1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-tde1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-tde1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-te1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-te1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-wtde1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wtde1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh8520-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh8520-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6220-le1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6220-le1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh9310-wte1\(b\)_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9310-wte1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh9510-wte1\(b\)_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9510-wte1\(b\):-:*:*:*:*:*:*:*,keyword_only,2023-06-15,4.3,3.1,CWE-284,No,Low,"Hikvision DS-K1T804AF is a commercial access control face recognition terminal for building entry management, not a residential video doorbell; CPE confirms access control product type",No,High,,Maybe,Low,"The description mentions 'intercom products', which can include video doorbells. However, the CPEs list Hikvision DS-K and DS-KH series, which are primarily professional access control and intercom systems often used in commercial/enterprise settings, though some may be used in high-end residential homes.",No,,Yes,Same CVE ruled Yes in cameras.,Partner=No vs Suhani=Yes
doorbell,keyword_only,C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-6893,A vulnerability was found in Hikvision Intercom Broadcasting System 3.0.3_20201113_RELEASE(HIK) and classified as problematic. Affected by this issue is some unknown functionality of the file /php/exportrecord.php. The manipulation of the argument downname with the input C:\ICPAS\Wnmp\WWW\php\conversion.php leads to path traversal. The exploit has been disclosed to the public and may be used. Upgrading to version 4.1.0 is able to address this issue. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-248252.,cpe:2.3:o:hikvision:intercom_broadcast_system:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-bk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-dis:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-e:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-in:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-info:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-m:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd3003-e6:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/flush:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/ns:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/surface:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6220-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-tde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wtde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6350-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh63le1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh8520-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9310-wte1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9510-wte1\(b\):-:*:*:*:*:*:*:*,keyword_only,2023-12-17,7.5,3.1,CWE-22,Maybe,Low,"Hikvision DS-KD series includes both commercial intercoms and residential video door station models; the broadcasting system context suggests commercial deployment, but residential DS-KD door stations are also common home products",No,High,,Yes,High,,Yes,,No,"Hikvision Intercom Broadcasting System — building intercom server/management software, not a doorbell.",Partner=Yes vs Suhani=No
doorbell,keyword_only,C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-6894,A vulnerability was found in Hikvision Intercom Broadcasting System 3.0.3_20201113_RELEASE(HIK). It has been classified as problematic. This affects an unknown part of the file access/html/system.html of the component Log File Handler. The manipulation leads to information disclosure. The exploit has been disclosed to the public and may be used. Upgrading to version 4.1.0 is able to address this issue. It is recommended to upgrade the affected component. The identifier VDB-248253 was assigned to this vulnerability.,cpe:2.3:o:hikvision:intercom_broadcast_system:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-bk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-dis:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-e:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-in:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-info:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-m:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd3003-e6:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/flush:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/ns:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/surface:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6220-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-tde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wtde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6350-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh63le1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh8520-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9310-wte1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9510-wte1\(b\):-:*:*:*:*:*:*:*,keyword_only,2023-12-17,6.5,3.1,CWE-200,Maybe,Low,Same product as CVE-2023-6893; Hikvision DS-KD intercom with ambiguous residential/commercial deployment,No,High,,Yes,High,,Yes,,No,"Hikvision Intercom Broadcasting System — building intercom server/management software, not a doorbell.",Partner=Yes vs Suhani=No
doorbell,keyword_only,C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-6895,A vulnerability was found in Hikvision Intercom Broadcasting System 3.0.3_20201113_RELEASE(HIK). It has been declared as critical. This vulnerability affects unknown code of the file /php/ping.php. The manipulation of the argument jsondata[ip] with the input netstat -ano leads to os command injection. The exploit has been disclosed to the public and may be used. Upgrading to version 4.1.0 is able to address this issue. It is recommended to upgrade the affected component. VDB-248254 is the identifier assigned to this vulnerability.,cpe:2.3:o:hikvision:intercom_broadcast_system:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-bk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-dis:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-e:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-in:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-info:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-m:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd3003-e6:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/flush:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/ns:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/surface:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6220-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-tde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wtde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6350-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh63le1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh8520-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9310-wte1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9510-wte1\(b\):-:*:*:*:*:*:*:*,keyword_only,2023-12-17,9.8,3.1,CWE-78,Maybe,Low,Same product as CVE-2023-6893; Hikvision DS-KD intercom with ambiguous residential/commercial deployment,No,High,,Yes,High,,Yes,,No,"Hikvision Intercom Broadcasting System — building intercom server/management software, not a doorbell.",Partner=Yes vs Suhani=No
doorlock,keyword_only,C:Yes/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2016-1148,Akerun - Smart Lock Robot App for iOS before 1.2.4 does not verify SSL certificates.,cpe:2.3:a:photosynth:akerun:*:*:*:*:*:iphone_os:*:*,keyword_only,2017-04-21,8.1,3.1,CWE-295,Yes,High,,Yes,High,,No,High,,Yes,,No,Phone/watch/wearable sensor — not a standalone home IoT sensor.,Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-11666,"Affected devices beacon to eCharge cloud infrastructure asking if there are any command they should run. This communication is established over an insecure channel since peer verification is disabled everywhere. Therefore, remote unauthenticated users  suitably positioned on the network between an EV charger controller and eCharge infrastructure can execute arbitrary commands with elevated privileges on affected devices.

This issue affects cph2_echarge_firmware: through 2.0.4.",cpe:2.3:o:echarge:salia_plcc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:echarge:salia_plcc:-:*:*:*:*:*:*:*,keyword_only,2024-11-24,9.8,3.1,CWE-345,No,Low,eCharge Salia PLCC is a commercial-grade EVSE controller designed for commercial charging infrastructure; not a home wallbox device,Yes,High,,Yes,High,,Yes,,No,"Suhani rule: eCharge cloud backend infrastructure, not a consumer home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43648,"Command injection in the <redacted> parameter of a <redacted>.exe request leads to remote code execution as the root user.

This issue affects Iocharger firmware for AC models before version 24120701.

Likelihood: Moderate – This action is not a common place for command injection vulnerabilities to occur. Thus, an attacker will likely only be able to find this vulnerability by reverse-engineering the firmware or trying it on all <redacted> fields. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a payload.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete files and services.

CVSS clarification. The attack can be executed over any network connection the station is listening to and serves the web interface (AV:N), and there are no additional security measure sin place that need to be circumvented (AC:L), the attack does not rely on preconditions (AT:N). The attack does require authentication, but the level of authentication is irrelevant (PR:L), it does not require user interaction (UI:N). If is a full system compromise, potentially fully compromising confidentiality, integrity and availability of the devicer (VC:H/VI:H/VA:H).  A compromised charger can be used to ""pivot"" onto networks that should otherwise be closed, cause a low confidentiality and interity impact on subsequent systems. (SC:L/SI:L/SA:H). Because this device is an EV charger handing significant amounts of power, we suspect this vulnerability can have a safety impact (S:P). The attack can be automated (AU:Y).",,keyword_only,2025-01-09,8.8,3.1,CWE-78|CWE-250,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43650,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability in Iocharger firmware for AC models allows OS Command Injection as root

This issue affects  firmware versions before 24120701.

Likelihood: Moderate – The <redacted> binary does not seem to be used by the web interface, so it might be more difficult to find. It seems to be largely the same binary as used by the Iocharger Pedestal charging station, however. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a crafted HTTP request.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete
files and services.

CVSS clarification: The attack can be executed over any network connection serving the web interface (AV:N). There are no additional measures that need to be circumvented (AC:L) or attack preconditions (AT:N). THe attack is privileged, but the level does not matter (PR:L) and does not require user interaction (UI:N). Attack leads to full system compromised (VC:H/VI:H/VA:H) and compromised devices can be used to ""pivot"" to other networks that should be unreachable (SC:L/SI:L/SA:H). Because this an EV charger using high power, there is a potential safety impact (S:P). The attack can be automated (AU:Y).",,keyword_only,2025-01-09,,,CWE-78|CWE-250,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43651,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability allows OS Command Injection as root
This issue affects Iocharger firmware for AC models before version 241207101

Likelihood: Moderate – The <redacted> binary does not seem to be used by the web interface, so it might be more difficult to find. It seems to be largely the same binary as used by the Iocharger Pedestal charging station, however. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a crafted HTTP request.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete files and services.

CVSS clarification: Any network connection serving the web interface is vulnerable (AV:N) and there are no additional measures to circumvent (AC:L) nor does the attack require special conditions to be present (AT:N). The attack requires authentication, but the level does not matter (PR:L), nor is user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H) and a compromised device can be used to potentially ""pivot"" into a network that should nopt be reachable (SC:L/SI:L/SA:H). Because this is an EV charger handing significant power, there is a potential safety impact (S:P). THe attack can be autometed (AU:Y).",,keyword_only,2025-01-09,,,CWE-78|CWE-250,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43653,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability  allows OS Command Injection as root
This issue affects Iocharger firmware for AC model chargers before version 24120701.

Likelihood: Moderate – The <redacted> binary does not seem to be used by the web interface, so it might be more difficult to find. It seems to be largely the same binary as used by the Iocharger Pedestal charging station, however. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a crafted HTTP request.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete
files and services.

CVSS clarification: Any network interface serving the web ui is vulnerable (AV:N) and there are not additional security measures to circumvent (AC:L), nor does the attack require and existing preconditions (AT:N). The attack is authenticated, but the level of authentication does not matter (PR:L), nor is any user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H), and compromised devices can be used to pivot into networks that should potentially not be accessible (SC:L/SI:L/SA:H). Becuase this is an EV charger handing significant power, there is a potential safety impact (S:P). This attack can be automated (AU:Y).",,keyword_only,2025-01-09,8.8,3.1,CWE-78|CWE-250,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43654,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability in Iocharger  firmware for AC models allows OS Command Injection as root
This issue affects all Iocharger AC EV charger models on a firmware version before 25010801.

Likelihood: Moderate – The <redacted> binary does not seem to be used by the web interface, so it might be more difficult to find. It seems to be largely the same binary as used by the Iocharger Pedestal charging station, however. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a crafted HTTP request.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete
files and services.

CVSS clarification: Any network interface serving the web ui is vulnerable (AV:N) and there are not additional security measures to circumvent (AC:L), nor does the attack require and existing preconditions (AT:N). The attack is authenticated, but the level of authentication does not matter (PR:L), nor is any user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H), and compromised devices can be used to pivot into networks that should potentially not be accessible (SC:L/SI:L/SA:H). Becuase this is an EV charger handing significant power, there is a potential safety impact (S:P). This attack can be automated (AU:Y).",,keyword_only,2025-01-09,8.8,3.1,CWE-78|CWE-250,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
ev-charging,keyword_only,C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2024-43655,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability allows OS Command Injection as root

This issue affects Iocharger firmware for AC model chargers before version 24120701.

Likelihood: Moderate – The attacker will first need to find the name of the script, and needs a (low privilege) account to gain access to the script, or convince a user with such access to execute a request to it.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and deletefiles and services.

CVSS clarification: Any network interface serving the web ui is vulnerable (AV:N) and there are not additional security measures to circumvent (AC:L), nor does the attack require and existing preconditions (AT:N). The attack is authenticated, but the level of authentication does not matter (PR:L), nor is any user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H), and compromised devices can be used to pivot into networks that should potentially not be accessible (SC:L/SI:L/SA:H). Becuase this is an EV charger handing significant power, there is a potential safety impact (S:P). This attack can be automated (AU:Y).",,keyword_only,2025-01-09,,,CWE-78|CWE-250,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,Yes,,No,"Suhani rule: Commercial charging station firmware/platform, not a home wallbox.",Partner=Yes vs Suhani=No
